,scenario_0,scenario_1,equality
1171,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Autopilot disengagement error results in improper descent path. [H-6],False
1172,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1173,In-flight control system reset results in temporary loss of navigation capabilities. [H-4],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
1174,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Autopilot disengagement error results in improper descent path. [H-6],False
1175,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Hydraulic failure leads to asymmetric brake application. [H-4.2],False
1176,GPS failure results in UAV deviating from mission path. [H-4],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1177,Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],True
1178,Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1179,Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],Early termination of brake command resulting in extended runway use. [H-4.1],True
1180,GPS failure results in UAV deviating from mission path. [H-4],Early termination of brake command resulting in extended runway use. [H-4.1],True
1181,Crew ignores braking system warnings due to unclear procedures. [H-4.1],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
1182,Malfunction in UAV’s navigation system prevents mission completion. [H-7],"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",False
1183,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],True
1184,Autobrake system erroneously applies breaks during takeoff. [H-4.3],Tire burst during landing roll causes deviation from runway. [H-3],False
1185,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Malfunction in UAV’s navigation system prevents mission completion. [H-7],False
1186,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Weather-induced loss of control disrupts mission timeline. [H-4],False
1187,Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1188,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1189,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Hydraulic leak prevents adequate brake pressure application. [H-4.1],True
1190,Control system failure at nuclear plant leads to dangerous material release. [H-8],"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",False
1191,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
1192,Hydraulic failure leads to asymmetric brake application. [H-4.2],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1193,Autopilot disengagement error results in improper descent path. [H-6],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],True
1194,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]","BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",True
1195,In-flight control system reset results in temporary loss of navigation capabilities. [H-4],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
1196,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1197,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",True
1198,Control system failure at nuclear plant leads to dangerous material release. [H-8],Ground radar failure results in aircraft collision with ground object. [H-4],False
1199,"Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
1200,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","Crew misinterprets autobrake feedback, delaying power-off decision. [H-4.1]",True
1201,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
1202,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Early termination of brake command resulting in extended runway use. [H-4.1],True
1203,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],True
1204,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Tire burst during landing roll causes deviation from runway. [H-3],False
1205,Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
1206,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Nuclear plant valve malfunction results in unchecked material release. [H-8],True
1207,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],True
1208,Actuator delay results in insufficient braking force during landing. [H-4.1],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
1209,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
1210,Satellite communication error prevents scientific data collection. [H-5],Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
1211,Malfunction in UAV’s navigation system prevents mission completion. [H-7],"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",False
1212,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1213,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
1214,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
1215,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
1216,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Tire burst during landing roll causes deviation from runway. [H-3],False
1217,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],False
1218,Hydraulic failure leads to asymmetric brake application. [H-4.2],Autopilot disengagement error results in improper descent path. [H-6],False
1219,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Malfunction in UAV’s navigation system prevents mission completion. [H-7],True
